r min,r max,DD count,DR count,RR count,Landy Szalay,Pois Error
1.9867999999999997,2.501243269175614,266.0,241,646.0,9.435842572806541,0.6398625622059689
2.501243269175614,3.148891630559852,350.0,467,1209.0,6.311096084471303,0.3907945238553727
3.148891630559852,3.9642359554566404,475.0,943,2296.0,4.122191721925764,0.23502227458226313
3.9642359554566404,4.9906978563568964,732.0,1857,4714.0,2.9152545209853007,0.14471197115566956
4.9906978563568964,6.282942128901679,1095.0,3592,9053.0,2.042292672204938,0.09193776286436377
6.282942128901679,7.909787955775735,1678.0,7190,17692.0,1.3410224657777343,0.06696840856497258
7.909787955775735,9.957873910303201,2729.0,14154,34453.0,0.9277648888657657,0.05514656462379663
9.957873910303201,12.53627194153681,4336.0,26570,66286.0,0.6325433243100144,0.046701315318685065
12.53627194153681,15.782296061165722,6991.0,50680,126926.0,0.38177351913400503,0.03952767430742446
15.782296061165722,19.868815077072455,12052.0,97248,237212.0,0.22152754907905983,0.03494360142883944
19.868815077072455,25.013458817204786,20230.0,180648,438493.0,0.09460173256722881,0.031312700802354786
25.013458817204786,31.49020812630102,33421.0,329681,791691.0,-0.025731978032073655,0.02787037711116541
31.49020812630102,39.643985867148025,53453.0,575070,1372948.0,-0.11998330716319686,0.025174178501662602
39.643985867148025,49.90902597820472,89056.0,943895,2246198.0,-0.10891552886002093,0.025490788662457187
49.90902597820472,62.831998841904316,138269.0,1389327,3374478.0,-0.03319927488337863,0.027656764045197676
62.831998841904316,79.10112451789968,179330.0,1717480,4352222.0,0.05799678756871178,0.03026556223448775
79.10112451789968,99.5828242825744,137163.0,1496214,4031541.0,-0.0042125009033997666,0.028485973568493233
99.5828242825744,125.36786237280404,58632.0,588753,1465007.0,-0.00786058515801547,0.028381614725118617
125.36786237280404,157.8294352380265,4861.0,42088,89261.0,0.005154156441786096,0.0287539206493736
157.8294352380265,198.69630187583152,6.0,66,60.0,-1.997461834695878,
198.69630187583152,250.14484984749842,0.0,0,0.0,,
250.14484984749842,314.9149999999999,0.0,0,0.0,,
